graph_name,graph_source,num_nodes,num_edges,epsilon,top_k,top_k_ratio,exact_time,method_x,method_y,spearman
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,ABRA,GPU_SIR_BRIDGE,0.7588697668554962
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,EXACT,0.860214684373814
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,BP,0.6533959429657685
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,RK,0.7104976016517426
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,ABRA,0.778800065847559
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,SILVAN,1.0
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,SILVAN,GPU_SIR_BRIDGE,0.7829153141451125
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,EXACT,0.853681552143871
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,BP,0.5871828496897009
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,RK,0.6505367756052844
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,ABRA,0.7588697668554962
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,SILVAN,0.7829153141451125
Soc-hamsterster,real,2000,16097,0.1,200,0.1,10.512954950332642,GPU_SIR_BRIDGE,GPU_SIR_BRIDGE,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,EXACT,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,BP,0.7209380157677491
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,RK,0.768421221884267
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,ABRA,0.9227271579218529
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,SILVAN,0.936135068949839
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,EXACT,GPU_SIR_BRIDGE,0.8517889871123576
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,EXACT,0.7209380157677491
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,BP,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,RK,0.6655373870003173
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,ABRA,0.7002282122075574
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,SILVAN,0.7282048080302944
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,BP,GPU_SIR_BRIDGE,0.6125829565992142
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,EXACT,0.768421221884267
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,BP,0.6655373870003174
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,RK,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,ABRA,0.7443754049298554
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,SILVAN,0.7778113829461685
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,RK,GPU_SIR_BRIDGE,0.6402368154008642
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,EXACT,0.9227271579218528
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,BP,0.7002282122075574
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,RK,0.7443754049298554
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,ABRA,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,SILVAN,0.8897745234693827
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,ABRA,GPU_SIR_BRIDGE,0.7914287779051001
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,EXACT,0.936135068949839
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,BP,0.7282048080302944
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,RK,0.7778113829461685
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,ABRA,0.8897745234693826
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,SILVAN,1.0
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,SILVAN,GPU_SIR_BRIDGE,0.7779732977826593
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,EXACT,0.8517889871123575
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,BP,0.6125829565992142
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,RK,0.6402368154008642
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,ABRA,0.7914287779051001
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,SILVAN,0.7779732977826593
Yeast,real,2375,11693,0.1,238,0.1,12.704852819442749,GPU_SIR_BRIDGE,GPU_SIR_BRIDGE,1.0
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,EXACT,1.0
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,BP,0.5483241070350472
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,RK,0.5767198962706797
bitcoin-alpha,real,3783,14124,0.1,379,0.1,33.27059459686279,EXACT,ABRA,0.8114492061033285
